uri
"https://w3id.solidarityeconomy.coop/ICA/100"
"https://w3id.solidarityeconomy.coop/ICA/101"
"https://w3id.solidarityeconomy.coop/ICA/102"
"https://w3id.solidarityeconomy.coop/ICA/103"
"https://w3id.solidarityeconomy.coop/ICA/104"
"https://w3id.solidarityeconomy.coop/ICA/105"
"https://w3id.solidarityeconomy.coop/ICA/106"
"https://w3id.solidarityeconomy.coop/ICA/107"
"https://w3id.solidarityeconomy.coop/ICA/108"
"https://w3id.solidarityeconomy.coop/ICA/109"
"https://w3id.solidarityeconomy.coop/ICA/110"
"https://w3id.solidarityeconomy.coop/ICA/111"
"https://w3id.solidarityeconomy.coop/ICA/112"
"https://w3id.solidarityeconomy.coop/ICA/113"
"https://w3id.solidarityeconomy.coop/ICA/114"
"https://w3id.solidarityeconomy.coop/ICA/115"
"https://w3id.solidarityeconomy.coop/ICA/116"
"https://w3id.solidarityeconomy.coop/ICA/118"
"https://w3id.solidarityeconomy.coop/ICA/119"
"https://w3id.solidarityeconomy.coop/ICA/120"
"https://w3id.solidarityeconomy.coop/ICA/121"
"https://w3id.solidarityeconomy.coop/ICA/123"
"https://w3id.solidarityeconomy.coop/ICA/128"
"https://w3id.solidarityeconomy.coop/ICA/129"
"https://w3id.solidarityeconomy.coop/ICA/130"
"https://w3id.solidarityeconomy.coop/ICA/131"
"https://w3id.solidarityeconomy.coop/ICA/132"
"https://w3id.solidarityeconomy.coop/ICA/135"
"https://w3id.solidarityeconomy.coop/ICA/136"
"https://w3id.solidarityeconomy.coop/ICA/1367"
"https://w3id.solidarityeconomy.coop/ICA/1373"
"https://w3id.solidarityeconomy.coop/ICA/1374"
"https://w3id.solidarityeconomy.coop/ICA/1376"
"https://w3id.solidarityeconomy.coop/ICA/138"
"https://w3id.solidarityeconomy.coop/ICA/1401"
"https://w3id.solidarityeconomy.coop/ICA/141"
"https://w3id.solidarityeconomy.coop/ICA/1410"
"https://w3id.solidarityeconomy.coop/ICA/1418"
"https://w3id.solidarityeconomy.coop/ICA/142"
"https://w3id.solidarityeconomy.coop/ICA/144"
"https://w3id.solidarityeconomy.coop/ICA/1451"
"https://w3id.solidarityeconomy.coop/ICA/1461"
"https://w3id.solidarityeconomy.coop/ICA/1462"
"https://w3id.solidarityeconomy.coop/ICA/1465"
"https://w3id.solidarityeconomy.coop/ICA/14650"
"https://w3id.solidarityeconomy.coop/ICA/1471"
"https://w3id.solidarityeconomy.coop/ICA/150"
"https://w3id.solidarityeconomy.coop/ICA/151"
"https://w3id.solidarityeconomy.coop/ICA/1518"
"https://w3id.solidarityeconomy.coop/ICA/1521"
"https://w3id.solidarityeconomy.coop/ICA/1522"
"https://w3id.solidarityeconomy.coop/ICA/153"
"https://w3id.solidarityeconomy.coop/ICA/1535"
"https://w3id.solidarityeconomy.coop/ICA/154"
"https://w3id.solidarityeconomy.coop/ICA/1544"
"https://w3id.solidarityeconomy.coop/ICA/15590"
"https://w3id.solidarityeconomy.coop/ICA/15595"
"https://w3id.solidarityeconomy.coop/ICA/15596"
"https://w3id.solidarityeconomy.coop/ICA/156"
"https://w3id.solidarityeconomy.coop/ICA/157"
"https://w3id.solidarityeconomy.coop/ICA/15709"
"https://w3id.solidarityeconomy.coop/ICA/159"
"https://w3id.solidarityeconomy.coop/ICA/15968"
"https://w3id.solidarityeconomy.coop/ICA/15970"
"https://w3id.solidarityeconomy.coop/ICA/16075"
"https://w3id.solidarityeconomy.coop/ICA/16095"
"https://w3id.solidarityeconomy.coop/ICA/161"
"https://w3id.solidarityeconomy.coop/ICA/16114"
"https://w3id.solidarityeconomy.coop/ICA/163"
